EID	massfeature_rows	str_row_ion	compounds	compound_names
E1847	row9532	row9532_M+Na[1+]	C02990	L-Palmitoylcarnitine
E1848	row9533	row9533_M+Na[1+]	C02990	L-Palmitoylcarnitine
E1849	row8973;row8995	row8973_M+H[1+];row8995_M(C13)+H[1+]	C02990	L-Palmitoylcarnitine
E1850	row12498;row12509	row12498_M+H[1+];row12509_M(C13)+H[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4
E1854	row8996	row8996_M+H[1+]	C01789;C08825	Campesterol$Lophenol; 4-Methylcholest-7-en-3-ol; 4alpha-Methyl-5alpha-cholest-7-en-3beta-ol
E1856	row9758	row9758_M+Na[1+]	CE5730	
E1857	row9171	row9171_M+H[1+]	CE5730	
E1859	row9172	row9172_M+H[1+]	CE5730	
E1861	row9178;row9762	row9178_M+H[1+];row9762_M+Na[1+]	C00695	Cholate
E1864	row9246	row9246_M+H[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
E1866	row9888;row9889	row9888_M+Na[1+];row9889_M+Na[1+]	hpdcacrn	heptadecanoyl carnitine
E1867	row9886	row9886_M+Na[1+]	hpdcacrn	heptadecanoyl carnitine
E1868	row9315	row9315_M+H[1+]	hpdcacrn	heptadecanoyl carnitine
E1869	row9350;row9890	row9350_M(C13)+H[1+];row9890_M+Na[1+]	hpdcacrn	heptadecanoyl carnitine
E1871	row9327	row9327_M+Na[1+]	C11173	SN-38
E1873	row9349;row9381;row9402;row9935	row9349_M[1+];row9381_M+H[1+];row9402_M(C13)+H[1+];row9935_M+Na[1+]	CE7047	
E1874	row9401;row9423;row9955	row9401_M+H[1+];row9423_M(C13)+H[1+];row9955_M+Na[1+]	C05457;C01673;CE2201;C17336;C17331;C17333;C17332	7alpha,12alpha-Dihydroxycholest-4-en-3-one$Calcitriol$23S,25-dihydroxyvitamin D3$7alpha,26-Dihydroxy-4-cholesten-3-one$$$7alpha,25-Dihydroxy-4-cholesten-3-one
E1875	row9400	row9400_M+H[1+]	C05457;C01673;CE2201;C17336;C17331;C17333;C17332	7alpha,12alpha-Dihydroxycholest-4-en-3-one$Calcitriol$23S,25-dihydroxyvitamin D3$7alpha,26-Dihydroxy-4-cholesten-3-one$$$7alpha,25-Dihydroxy-4-cholesten-3-one
E1876	row9956	row9956_M+Na[1+]	C05457;C01673;CE2201;C17336;C17331;C17333;C17332	7alpha,12alpha-Dihydroxycholest-4-en-3-one$Calcitriol$23S,25-dihydroxyvitamin D3$7alpha,26-Dihydroxy-4-cholesten-3-one$$$7alpha,25-Dihydroxy-4-cholesten-3-one
E1880	row9995	row9995_M+Na[1+]	strdnccrn	stearidonyl carnitine
E1882	row9478	row9478_M+H[1+]	strdnccrn	stearidonyl carnitine
E1883	row9996	row9996_M+Na[1+]	strdnccrn	stearidonyl carnitine
E1886	row9533;row9562	row9533_M+H[1+];row9562_M(C13)+H[1+]	lnlncgcrn;lnlncacrn	gamma-linolenyl carnitine$alpha-linolenyl carnitine
E1888	row10684;row10685;row9511;row9537	row10684_M+HCOONa[1+];row10685_M+HCOONa[1+];row9511_M+H[1+];row9537_M(C13)+H[1+]	C05454;C05444	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane$3alpha,7alpha,26-Trihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,26-triol
E1891	row9585;row9613	row9585_M+H[1+];row9613_M(C13)+H[1+]	lneldccrn;lnlccrn	Linoelaidyl carnitine$Linoleyl carnitine
E1892	row9602	row9602_M+Na[1+]	C00363	dTDP
E1894	row9659	row9659_M+H[1+]	CE4980	Prostaglandin PGE2 glyceryl ester
E1899	row10095;row9641;row9670	row10095_M+Na[1+];row9641_M+H[1+];row9670_M(C13)+H[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E1903	row9665	row9665_M+H[1+]	CE7074	13'-hydroxy-gama-tocotrienol
E1904	row10129;row9692;row9718	row10129_M+Na[1+];row9692_M+H[1+];row9718_M(C13)+H[1+]	stcrn	stearoylcarnitine
E1907	row9710;row9735	row9710_M+H[1+];row9735_M(C13)+H[1+]	CE2204	25-hydroxyvitamin D3-26,23-lactone
E1908	row9713	row9713_M+H[1+]	CE2204	25-hydroxyvitamin D3-26,23-lactone
E1909	row9755	row9755_M+H[1+]	C05673	CMP-2-aminoethylphosphonate; CMPciliatine
E1910	row9786;row9810	row9786_M[1+];row9810_M+H[1+]	CE5560	glycolithocholate
E1911	row9811	row9811_M+H[1+]	CE5560	glycolithocholate
E1912	row10197	row10197_M+Na[1+]	CE5560	glycolithocholate
E1913	row9814;row9842	row9814_M+H[1+];row9842_M(C13)+H[1+]	CE6219;CE5655;CE7101	$13'-hydroxy-gama-tocopherol$
E1916	row10231	row10231_M+Na[1+]	CE4872;C01301	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al$3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al
E1918	row10232;row9868	row10232_M+Na[1+];row9868_M+H[1+]	CE4872;C01301	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al$3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al
E1922	row9929;row9946	row9929_M[1+];row9946_M+H[1+]	leuktrE4	leukotriene E4
E1926	row10294	row10294_M+Na[1+]	CE7072	13'-carboxy-gama-tocotrienol
E1933	row10087;row10097;row10412;row10962	row10087_M+H[1+];row10097_M(C13)+H[1+];row10412_M+Na[1+];row10962_M+HCOONa[1+]	CE5022;CE5835;CE5842	$$13'-hydroxy-alpha-tocopherol
E1934	row10411	row10411_M+Na[1+]	CE5022;CE5835;CE5842	$$13'-hydroxy-alpha-tocopherol
E1938	row10091	row10091_M+H[1+]	C05691	Se-Adenosylselenomethionine
E1939	row10095;row10112	row10095_M+H[1+];row10112_M(C13)+H[1+]	eicostetcrn;arachdcrn	Eicosatetranoyl carnitine$C20:4 carnitine
E1940	row10098;row10115;row10116;row10983;row10984;row10985	row10098_M[1+];row10115_M+H[1+];row10116_M+H[1+];row10983_M+HCOONa[1+];row10984_M+HCOONa[1+];row10985_M+HCOONa[1+]	CE5021	
E1941	row10112;row10129;row10141	row10112_M[1+];row10129_M+H[1+];row10141_M(C13)+H[1+]	dlnlcgcrn	dihomo-gamma-linolenyl carnitine
E1942	row10120;row10136	row10120_M[1+];row10136_M+H[1+]	C00353	trans,trans,cis-Geranylgeranyl diphosphate
E1944	row10127;row10140;row10462	row10127_M+H[1+];row10140_M(C13)+H[1+];row10462_M+Na[1+]	C05462;C05466	Chenodeoxyglycocholate$
E1945	row10128	row10128_M+H[1+]	C05462;C05466	Chenodeoxyglycocholate$
E1946	row10166	row10166_M+H[1+]	CE5994	20-oxo-leukotriene E4
E1950	row10203;row10218	row10203_M[1+];row10218_M+H[1+]	arachcrn	arachidyl carnitine
E1951	row10202;row10219	row10202_M[1+];row10219_M+H[1+]	arachcrn	arachidyl carnitine
E1958	row10298;row10316	row10298_M+H[1+];row10316_M(C13)+H[1+]	CE5986	
E1960	row10326	row10326_M+Na[1+]	C00504	Folate
E1961	row10350;row10366	row10350_M[1+];row10366_M+H[1+]	C03640	sphingosylphosphorylcholine 
E1966	row10388	row10388_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E1967	row10387	row10387_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E1970	row10757	row10757_M+Na[1+]	C00664	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
E1971	row10473	row10473_M+H[1+]	C00664	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
E1973	row10887	row10887_M+Na[1+]	C02592	Taurolithocholate; Taurolithocholic acid
E1974	row10618	row10618_M+H[1+]	C02592	Taurolithocholate; Taurolithocholic acid
E1975	row10620	row10620_M+Na[1+]	C01747	Psychosine; Galactosylsphingosine; O-Galactosylsphingosine
E1982	row10744	row10744_M+Na[1+]	c226crn	cervonyl carnitine
E1984	row10771	row10771_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E1988	row10878	row10878_M+H[1+]	CE5798	neuromedin N (1-4)
E1989	row10907;row10914;row11137	row10907_M+H[1+];row10914_M(C13)+H[1+];row11137_M+Na[1+]	C04230	Lysophosphatidylcholine
E1992	row10914;row10924;row10930;row11158;row11547	row10914_M[1+];row10924_M+H[1+];row10930_M(C13)+H[1+];row11158_M+Na[1+];row11547_M+HCOONa[1+]	C04317	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine
E1993	row11159	row11159_M+Na[1+]	C04317	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine
E1994	row10941;row10948	row10941_M+H[1+];row10948_M(C13)+H[1+]	lgnccrn	lignoceryl carnitine
E2002	row11075	row11075_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E2004	row11194;row11202	row11194_M+H[1+];row11202_M(C13)+H[1+]	C00760	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose
E2013	row11846	row11846_M+H[1+]	leuktrC4	Leukotriene C4
E2014	row12046	row12046_M+Na[1+]	C00165	Diacylglycerol; Diglyceride
E2015	row11992;row11995	row11992_M+H[1+];row11995_M(C13)+H[1+]	C00165	Diacylglycerol; Diglyceride
E2016	row12022	row12022_M+H[1+]	C04756	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen
E2019	row12208;row12212;row12216;row12326	row12208_M[1+];row12212_M+H[1+];row12216_M(C13)+H[1+];row12326_M+Na[1+]	C00550	Sphingomyelin
E2023	row13086	row13086_M+Na[1+]	C00157	Phosphatidylcholine
